Account_Length,Vmail_Message,CustServ_Calls,Churn,Intl_Plan,Vmail_Plan,Total_mins,Total_calls,Total_charges
44,0,1,no,yes,no,486.8,285,181.83
64,31,3,no,no,yes,653.2,322,237.03
44,0,2,yes,no,no,794.3000000000003,282,357.34000000000015
114,36,1,no,no,yes,707.9000000000003,286,265.3
92,0,3,no,no,no,659.9000000000002,279,284.59
110,0,2,no,no,no,481.5,328,190.23
90,30,1,no,no,yes,565.3000000000002,298,203.43
72,21,1,no,no,yes,725.4000000000003,317,260.29999999999995
113,0,1,yes,no,no,810.1,382,324.19
171,25,3,no,no,yes,567.4000000000002,288,213.85
104,0,1,no,no,no,499.2,324,220.51
165,0,1,no,no,no,665.5,263,370.4
104,0,0,yes,no,no,720.9999999999999,305,259.54999999999995
110,0,1,no,no,no,430.9,339,235.88
90,0,1,no,yes,no,649.8000000000002,389,282.81
114,0,1,no,no,no,415.2,303,223.21
101,0,5,yes,no,no,533.4,301,218.76
117,14,1,no,no,yes,430.4,288,162.69
109,0,2,no,no,no,688.6999999999997,306,231.49
82,0,1,no,no,no,529.3,338,233.84
92,0,2,no,no,no,486.50000000000006,318,257.02
82,29,2,no,no,yes,640.0999999999998,345,236.31
90,0,2,no,no,no,649.8,331,333.95
87,28,1,no,no,yes,553.9,301,300.04
124,0,3,no,no,no,491.20000000000016,251,242.58
39,0,2,no,no,no,507.4,282,284.34
84,0,1,no,no,no,506.8,314,219.76
75,46,0,no,no,yes,671.0,305,313.87
102,0,2,no,no,no,528.2,310,218.98
62,0,0,yes,yes,no,492.69999999999993,273,174.76
143,0,1,no,no,no,517.1,288,200.19
53,0,3,no,no,no,578.9,360,290.77
30,0,1,no,no,no,576.1999999999998,362,228.44
112,0,2,yes,no,no,825.7,326,355.46
129,0,0,no,no,no,571.3000000000002,329,187.07
63,29,1,no,no,yes,507.70000000000016,262,286.96
28,0,0,no,no,no,655.8000000000002,309,274.12
111,0,3,no,no,no,579.6,257,219.97
91,0,3,no,no,no,663.1999999999998,362,336.65
90,0,1,no,no,no,659.6,225,361.93
151,0,4,no,no,no,593.2,373,253.02
105,29,1,yes,yes,yes,642.1,298,258.65
41,37,2,no,no,yes,658.1,326,259.21000000000004
48,43,1,no,no,yes,613.3,276,292.0100000000001
166,35,2,no,yes,yes,710.3999999999999,388,359.85
79,0,3,no,no,no,629.9,386,254.21
153,0,1,no,no,no,504.4,306,198.72
110,0,0,yes,yes,no,763.2,264,348.71
163,0,1,no,no,no,666.4,301,332.93999999999994
126,0,1,no,no,no,434.70000000000016,308,200.21
105,33,2,no,no,yes,488.1,342,177.42000000000004
172,0,3,no,no,no,633.7,308,327.54
126,0,0,no,no,no,636.3000000000002,315,307.98
97,0,3,no,no,no,529.3,304,198.62
95,37,0,yes,yes,yes,614.7,292,268.62
87,0,4,no,no,no,673.6999999999998,289,319.83
97,0,1,no,no,no,489.0,309,198.36
76,0,0,yes,no,no,750.6000000000001,355,294.07
140,0,0,no,no,no,604.7,303,286.63
169,0,0,no,no,no,533.9,278,241.57
68,22,3,no,no,yes,557.1999999999998,309,228.07
122,34,2,no,no,yes,471.70000000000016,302,266.61999999999995
36,0,2,no,no,no,719.5999999999997,324,372.33
120,27,5,no,no,yes,614.2,258,313.38
121,0,1,no,no,no,526.2,369,221.48
64,19,0,no,no,yes,552.5,319,291.57
13,31,1,no,no,yes,685.1,307,332.1
106,0,0,no,no,no,484.6,312,256.41
88,0,2,no,no,no,549.1,299,259.82
74,0,1,no,no,no,582.0999999999998,331,265.5
83,0,0,no,no,no,597.1,280,242.74
49,0,0,no,no,no,734.3000000000003,307,313.68
111,24,1,no,no,yes,654.7,312,282.98
50,22,3,no,no,yes,597.7,361,225.94
153,28,0,no,no,yes,649.1999999999998,223,241.54
88,0,1,no,no,no,482.70000000000016,348,208.12
131,39,0,no,no,yes,284.3,356,132.34
79,0,3,yes,no,no,735.0,231,332.26
140,0,2,no,no,no,607.3,326,172.75
105,0,1,no,no,no,607.5,251,244.06
54,39,3,no,no,yes,543.1,336,256.67
87,22,3,no,no,yes,583.8000000000002,292,273.40000000000003
96,31,1,no,no,yes,569.5,330,238.84
79,0,5,yes,no,no,592.6,273,287.75
55,0,0,no,no,no,636.1999999999998,324,348.64
130,0,2,no,no,no,497.00000000000006,306,201.29
34,0,0,no,no,no,478.9,296,234.51
139,0,1,no,no,no,445.8,268,180.67
109,0,1,yes,no,no,776.6,284,279.78000000000003
65,31,1,no,no,yes,671.8,256,299.8
63,0,0,no,no,no,720.3999999999999,233,330.28
152,0,3,no,no,no,412.69999999999993,306,128.18
147,0,1,no,no,no,620.4,311,302.61
112,22,2,no,no,yes,681.8,378,327.3
120,0,2,no,no,no,563.6,323,216.83
27,0,0,no,no,no,457.8,333,187.56
171,0,1,no,no,no,639.0999999999998,334,274.87
101,33,0,no,no,yes,609.6,324,268.6
32,26,1,no,no,yes,728.0999999999997,318,291.87
3,36,2,no,no,yes,455.4,337,150.70000000000005
151,0,0,no,no,no,491.6,286,212.67
60,0,3,no,no,no,596.4000000000002,243,266.25
119,0,1,no,no,no,613.6,263,264.99999999999994
43,0,1,no,no,no,642.0,329,330.43
42,0,0,no,no,no,520.5,343,212.81
84,0,1,no,no,no,580.8,291,183.13
65,0,0,no,no,no,564.0,328,237.55
75,0,1,yes,yes,no,766.1,302,285.32000000000005
116,0,1,no,no,no,598.2,293,266.95000000000005
107,0,0,no,no,no,546.9,269,304.52
189,38,3,no,no,yes,541.6,308,188.05
123,0,1,no,no,no,609.6,334,260.86
110,0,3,no,no,no,548.9,248,253.45
63,32,1,no,no,yes,457.30000000000007,334,264.66
176,0,3,no,no,no,602.1,289,220.24
108,0,1,no,no,no,616.0,342,278.06999999999994
13,21,3,no,no,yes,796.7,302,346.48
71,0,1,no,no,no,544.4000000000002,328,193.2
88,0,2,no,no,no,636.5,326,298.11
137,0,1,no,no,no,522.9000000000002,319,224.63
82,0,4,no,no,no,660.1,281,257.37
92,29,3,no,no,yes,606.8,336,310.97
165,0,6,no,no,no,622.5,302,249.28
96,0,1,no,no,no,434.9,330,258.8
156,0,1,no,no,no,533.9000000000002,271,224.4
63,0,0,no,no,no,638.6,255,266.99999999999994
37,0,0,no,no,no,707.5,274,374.02
98,0,0,no,no,no,606.1,288,251.99
121,0,0,no,no,no,410.2,308,206.04
94,0,0,no,no,no,434.4,319,173.27
99,0,1,no,no,no,612.8000000000002,329,304.8
163,23,1,no,no,yes,589.6999999999998,293,286.36
161,0,3,no,no,no,615.3,294,258.69
99,0,1,no,no,no,471.3,271,209.13
108,0,1,no,no,no,608.9,267,257.37
84,42,3,no,no,yes,657.2,294,321.69
83,32,2,no,yes,yes,460.1,324,241.5
139,0,2,no,no,no,563.2,259,256.82
69,0,3,no,no,no,684.4,301,326.6
129,0,4,no,no,no,665.5,306,274.98999999999995
106,0,2,no,no,no,425.4,283,269.28
158,0,2,no,no,no,643.3,337,277.08000000000004
168,22,2,no,no,yes,569.4,261,232.21
115,0,1,yes,yes,no,659.3999999999999,326,225.75
57,30,2,no,yes,yes,709.9,344,340.44
67,0,1,no,no,no,616.8,291,244.18
127,0,1,no,no,no,545.5,353,240.22
78,0,2,no,no,no,653.0,291,320.0800000000001
100,38,0,no,no,yes,590.9,270,299.64
103,36,6,yes,no,yes,434.1,287,206.35
113,0,1,no,no,no,527.9,341,166.88000000000005
78,0,3,no,no,no,595.7,305,263.34
129,36,1,no,no,yes,602.6999999999998,309,278.5
57,0,2,no,no,no,593.1,314,287.7399999999999
82,0,1,no,no,no,609.8999999999999,315,341.7
64,0,1,no,no,no,645.4000000000002,324,288.2100000000001
86,39,2,no,no,yes,643.0,329,227.91000000000003
151,26,0,no,no,yes,607.5,338,283.75
94,0,3,yes,no,no,706.9,264,298.0
90,0,2,no,no,no,734.0,329,298.72
48,0,2,no,no,no,638.2,296,270.61
85,37,2,no,no,yes,583.3,297,274.29
93,20,1,no,yes,yes,544.7,335,232.77
169,0,3,no,yes,no,538.0,285,315.5
68,0,5,yes,no,no,517.8,268,241.95
91,0,2,yes,yes,no,561.2,345,277.87
68,0,1,no,no,no,622.0,295,270.43
101,0,1,no,no,no,611.8999999999999,294,265.5
67,20,1,no,no,yes,591.3,215,227.31
66,0,0,no,no,no,453.70000000000016,317,168.0
116,17,5,no,no,yes,693.5,344,315.67
158,0,1,no,no,no,571.3,302,255.24
78,0,1,no,no,no,645.7,301,268.23
119,26,1,no,no,yes,560.6,307,199.29
120,0,1,no,no,no,508.9,338,280.83000000000004
155,0,1,no,no,no,614.9,342,286.8400000000001
106,0,1,no,no,no,621.2,333,189.91
87,0,1,no,yes,no,509.9,332,187.37
146,32,3,no,no,yes,495.9,282,199.03
101,29,0,no,no,yes,559.3000000000002,297,291.74
22,23,3,no,no,yes,488.2,259,182.98
90,0,2,no,no,no,417.9,322,200.19
41,0,1,no,no,no,595.1,318,313.74999999999994
69,0,2,no,no,no,522.2,275,157.89
33,0,2,no,no,no,612.2,292,214.78
112,0,1,no,no,no,556.8000000000002,302,236.82
108,30,2,no,no,yes,684.4,313,254.29
136,21,2,no,no,yes,690.7,309,383.59
128,0,1,no,no,no,674.6,252,273.28000000000003
27,0,2,no,no,no,582.6,322,208.14
161,0,1,no,yes,no,642.8,338,248.11
33,35,0,no,no,yes,780.6,301,390.1
120,31,0,no,no,yes,621.4,259,295.88
113,0,2,no,no,no,563.4,322,217.99
122,0,0,yes,yes,no,667.5,290,253.5
148,26,2,no,no,yes,614.1,383,302.38
74,0,3,no,no,no,621.4000000000002,274,225.73
106,0,1,no,no,no,593.1999999999998,305,207.47
179,0,1,no,no,no,589.6999999999998,273,273.11
149,28,5,yes,yes,yes,447.8,279,189.87
77,0,0,no,no,no,619.8000000000002,305,276.03000000000003
127,0,1,yes,yes,no,534.7,350,236.82
80,0,1,no,no,no,598.9,300,285.8300000000001
106,0,1,no,no,no,579.5,261,259.75
61,20,0,no,no,yes,678.0,324,322.54
135,24,2,no,yes,yes,582.8,247,286.4000000000001
115,26,6,no,no,yes,627.0,260,286.98
167,0,2,no,yes,no,641.0,295,237.13
107,0,2,no,yes,no,622.1,248,225.81
112,0,1,no,yes,no,507.5,390,187.52
35,27,1,no,no,yes,681.9999999999999,260,357.6
103,0,3,no,yes,no,522.8,272,320.51
107,22,1,no,no,yes,675.4000000000002,350,313.19
69,0,3,no,no,no,645.2,215,213.11
85,0,0,no,no,no,616.0,264,264.67
24,0,2,yes,no,no,668.0000000000001,299,256.61
90,0,2,no,no,no,478.2,294,189.45
137,0,3,no,no,no,513.7,257,217.73
92,45,0,no,yes,yes,580.9,270,165.19
38,0,2,no,no,no,605.2,242,226.1
69,33,1,yes,yes,yes,698.5,287,242.75
45,0,2,no,no,no,580.8,337,291.22
73,0,1,no,no,no,609.6,318,231.33
92,0,1,no,no,no,636.0,298,225.35
113,32,1,no,no,yes,485.1,339,218.35
68,0,1,yes,yes,no,580.9,379,255.25
135,22,2,no,no,yes,605.8000000000002,348,200.26
100,26,1,no,no,yes,520.9,370,265.24
96,27,1,no,no,yes,672.9,296,253.72000000000003
108,0,1,no,no,no,638.1,336,249.79
84,0,0,no,no,no,763.6,290,319.76
134,0,1,no,no,no,765.5,264,364.47
72,0,0,no,no,no,692.9,244,284.59
83,0,0,no,no,no,512.3,284,159.64
137,0,0,no,no,no,477.4,344,188.33
56,30,1,no,no,yes,505.9,319,242.87
61,16,0,no,yes,yes,545.0999999999998,232,202.42
171,17,1,no,no,yes,633.5999999999998,299,263.68
123,0,1,no,no,no,594.4,344,209.7
58,0,0,no,no,no,530.0,348,238.2
156,0,1,no,no,no,429.20000000000016,262,231.25
166,0,0,no,no,no,656.3999999999999,304,256.57
75,41,1,no,no,yes,518.4,297,222.32
75,0,2,yes,no,no,775.2,291,367.38000000000005
83,0,1,no,no,no,659.1999999999998,298,280.88
243,0,2,no,no,no,530.0,279,308.02
153,0,1,no,no,no,614.5,327,268.63
150,0,1,no,no,no,596.8000000000002,334,290.9000000000001
92,16,2,no,no,yes,458.2,332,234.63
80,0,0,no,no,no,352.4,290,223.39
134,0,1,no,no,no,580.1,283,293.74
77,24,1,no,no,yes,457.70000000000016,236,220.8
147,0,2,no,no,no,502.6,308,206.03000000000003
74,0,1,no,no,no,577.6,315,240.78
138,0,1,no,yes,no,580.8000000000002,315,242.33
143,0,0,no,no,no,642.0,357,281.03000000000003
64,0,2,no,no,no,641.8,350,330.03
120,0,2,no,no,no,558.5999999999998,213,181.22
121,0,3,yes,yes,no,516.1,331,292.25
88,0,2,no,no,no,670.1999999999998,280,306.16
87,0,2,yes,no,no,722.6999999999997,331,269.34
100,0,0,no,no,no,580.4,321,202.46
104,0,3,no,no,no,427.7,287,261.84000000000003
27,0,1,no,no,no,357.0,266,101.52
81,31,0,no,no,yes,614.3,321,233.85
64,33,0,no,yes,yes,545.6,319,296.19
107,28,1,no,no,yes,744.1999999999997,348,299.19
88,17,1,no,no,yes,646.0000000000001,269,257.32000000000005
111,0,3,no,no,no,604.1,348,277.74
77,0,5,no,no,no,560.3,312,224.23
67,0,2,no,yes,no,462.4,287,142.99
102,0,1,no,no,no,537.5,308,228.61
146,19,1,no,no,yes,569.4,258,272.99
144,51,1,no,no,yes,682.2,296,272.41
96,0,1,yes,no,no,677.4,335,358.61
70,31,1,no,no,yes,585.3,282,304.93999999999994
149,0,0,no,no,no,646.5,306,275.93
129,0,2,no,no,no,583.7,300,175.11999999999995
166,0,0,no,no,no,584.1999999999998,343,311.24
136,0,3,yes,yes,no,494.4,273,130.53
149,0,3,no,no,no,727.7,267,299.96
70,0,3,no,no,no,638.4,305,316.91
120,24,2,no,no,yes,707.7,308,298.72
66,0,2,no,no,no,630.0,383,256.29
104,0,1,no,no,no,532.1,345,269.68
160,0,1,no,no,no,645.3,304,324.87
129,37,1,no,no,yes,567.1,286,245.39
93,0,3,yes,no,no,764.8999999999999,281,342.07
169,0,2,no,no,no,592.9,339,286.91
58,0,1,no,no,no,570.3,361,265.04999999999995
75,38,3,no,no,yes,669.1999999999998,363,405.18
45,0,1,no,no,no,590.4999999999999,303,279.22
155,0,3,no,no,no,438.2,323,129.94
52,0,4,no,no,no,545.6,324,214.46
119,27,0,no,no,yes,645.9,344,216.31
86,0,1,no,no,no,514.4000000000002,263,259.43
42,0,0,no,no,no,585.0,324,204.64
127,0,2,no,yes,no,647.6999999999998,341,311.7100000000001
123,0,0,no,no,no,629.5,338,312.87
98,0,4,yes,no,no,757.6,345,362.83
149,43,1,no,no,yes,633.6999999999998,284,305.29
160,0,1,no,no,no,719.7,304,372.37
103,0,5,no,no,no,558.6999999999998,318,266.7
132,15,1,no,no,yes,557.9,328,204.91
137,0,1,no,no,no,601.6,311,201.47
129,0,1,no,yes,no,589.1999999999998,313,181.14
62,0,1,no,no,no,519.5,248,142.83
122,33,4,no,no,yes,672.9,318,245.51
32,0,1,no,no,no,570.3,255,260.08000000000004
86,0,3,no,no,no,623.0,329,342.7600000000001
130,0,1,no,no,no,575.2,367,174.37
42,0,1,no,no,no,455.20000000000016,326,95.81
73,0,2,no,no,no,567.1,274,220.39
66,26,2,no,no,yes,694.3000000000003,341,264.85
103,31,0,no,no,yes,501.7,329,241.8
128,0,1,no,no,no,701.2,250,333.7100000000001
104,0,2,no,no,no,657.8,306,293.0900000000001
103,0,0,no,no,no,432.6,331,227.97
124,0,0,no,no,no,603.4,299,240.9
87,0,1,no,no,no,483.1,342,250.83
109,27,1,yes,no,yes,597.7,278,256.67
167,0,2,no,yes,no,493.0,309,234.33
97,0,4,yes,no,no,496.6,263,241.01
106,0,2,no,no,no,571.0,315,243.87
125,0,2,no,no,no,502.8,363,254.13
108,35,0,no,no,yes,627.4,327,262.13
125,0,1,no,no,no,621.8,337,319.7800000000001
89,32,1,no,no,yes,692.6000000000001,316,293.55
72,29,0,no,yes,yes,504.5,299,267.96000000000004
23,0,2,yes,no,no,725.6,383,226.56
149,0,7,no,no,no,601.9000000000002,305,266.8
73,0,0,no,no,no,574.8,288,219.74
61,0,1,yes,no,no,714.2,323,309.7800000000001
161,0,4,yes,no,no,481.0,311,256.29
73,0,0,no,no,no,551.5,291,198.24
118,24,1,no,no,yes,490.1,230,290.51
23,0,6,no,no,no,591.4000000000002,274,280.21000000000004
127,25,0,no,no,yes,515.5,314,306.0499999999999
42,32,0,no,no,yes,540.1,314,244.12
118,0,5,yes,no,no,807.2,368,294.2999999999999
45,0,2,no,no,no,453.80000000000007,273,210.6
50,24,1,no,no,yes,827.2,318,390.48
179,0,0,yes,no,no,851.8,353,354.13
152,0,2,no,no,no,448.8,336,238.7
105,0,2,no,no,no,625.8000000000002,317,283.34
72,0,0,no,no,no,528.9,283,339.73
52,0,1,no,no,no,780.9000000000003,307,414.78
125,0,1,no,no,no,533.6,324,247.56
143,0,1,no,no,no,455.0,268,209.77
65,0,1,no,no,no,537.1999999999998,238,249.83
80,0,1,no,no,no,755.8,283,436.08
1,0,1,no,no,no,489.8,255,266.45
60,0,1,no,no,no,553.1999999999998,326,255.83
43,0,1,no,no,no,371.9,318,229.02
143,0,0,no,no,no,508.8,303,236.03
81,24,0,no,no,yes,476.8,306,187.43000000000004
205,24,2,no,no,yes,519.3,306,234.01
24,0,1,no,no,no,608.2,326,279.39
74,0,0,no,no,no,640.3999999999999,329,322.56
77,0,1,no,no,no,511.9,293,278.52
74,0,1,no,no,no,671.7,312,221.99
74,0,1,yes,yes,no,555.0,346,259.58
200,0,1,no,no,no,450.2,317,221.72
86,0,4,no,no,no,717.9,290,328.04
91,37,0,no,no,yes,682.8000000000002,320,339.83
76,0,2,no,no,no,562.8000000000002,294,244.6
130,0,1,no,no,no,594.5999999999998,288,322.72
56,0,2,no,no,no,582.9999999999999,302,348.17
117,0,0,no,no,no,630.5,354,267.43
63,0,2,no,no,no,677.5,286,292.84
126,0,0,no,no,no,581.8,314,270.41
132,0,1,no,no,no,683.4,324,337.85
81,28,4,yes,no,yes,560.8000000000002,361,248.92
122,0,2,no,no,no,570.2,291,290.26
46,0,2,yes,no,no,736.3,270,283.17
150,28,1,no,no,yes,556.9,289,257.73
99,0,1,no,no,no,579.1999999999998,321,309.84
87,0,1,no,no,no,644.0999999999998,295,243.31000000000003
108,0,1,no,no,no,523.4,324,218.1
101,0,4,no,no,no,595.7,257,254.3
53,0,3,no,no,no,525.8000000000002,325,207.63
132,39,2,no,no,yes,597.0,308,283.75
158,0,2,no,no,no,609.7,359,278.83
114,34,0,no,no,yes,594.5999999999998,359,265.73
77,23,2,no,no,yes,605.9,250,267.93
144,0,0,no,yes,no,635.9,278,251.52
91,23,3,no,no,yes,621.1999999999998,316,257.71
58,0,2,no,no,no,487.70000000000016,310,243.93000000000004
5,0,3,no,no,no,613.8,206,277.0
97,0,0,no,no,no,693.0,245,222.84
107,0,3,no,no,no,589.7,296,280.59
142,30,1,no,no,yes,600.5999999999998,260,325.3400000000001
9,31,1,no,no,yes,600.8999999999999,332,253.56
73,0,0,no,no,no,558.1,324,182.11
48,22,2,yes,no,yes,689.7,308,327.12
43,0,0,no,no,no,554.5,371,191.66
122,33,1,yes,no,yes,601.2,327,226.49
93,0,0,no,no,no,591.1999999999998,228,192.85
85,0,1,no,no,no,632.4,296,281.7
59,0,3,no,no,no,690.5,262,335.75
87,0,1,no,no,no,557.5999999999998,282,216.96
137,0,0,no,no,no,466.00000000000006,285,177.1
21,31,6,no,no,yes,595.5,270,235.87
129,0,0,yes,no,no,727.8,311,275.56
104,0,0,no,no,no,539.4,263,313.46
93,21,4,yes,no,yes,495.1,325,234.81
63,0,4,yes,no,no,781.6,338,307.62
161,0,0,no,no,no,551.6,323,271.95000000000005
50,0,3,no,no,no,556.2,330,211.2
103,24,1,no,no,yes,626.6,272,321.61
84,33,1,no,no,yes,535.3,333,266.29
92,0,1,no,no,no,667.3,332,288.8900000000001
77,0,1,no,no,no,655.0,306,258.24
64,0,1,yes,yes,no,884.9999999999999,245,371.55
159,15,1,no,no,yes,466.20000000000016,394,238.88
110,27,1,yes,yes,yes,717.6,285,256.27
138,0,3,no,no,no,528.1,364,278.11999999999995
178,0,1,no,no,no,623.6,341,220.15
38,31,0,no,no,yes,749.9,294,368.16
50,35,2,no,no,yes,551.9,301,272.29
45,26,1,no,no,yes,313.3,331,96.62
70,0,0,no,no,no,533.4,303,303.52
147,33,3,no,no,yes,709.4,310,288.47
94,0,1,no,no,no,495.1,305,198.59
179,0,0,no,no,no,511.4,308,230.11
116,0,2,no,no,no,592.8,265,213.12
59,0,0,no,no,no,602.4000000000002,287,237.94000000000003
165,0,0,no,no,no,434.9,297,108.4
133,0,2,yes,no,no,635.8,362,192.59
140,0,1,no,no,no,561.9,303,310.15
93,32,2,no,no,yes,551.0999999999998,281,289.19
52,38,0,no,no,yes,575.4000000000002,274,229.93
64,27,1,no,no,yes,507.6,320,206.72
12,0,2,no,yes,no,563.0,357,279.29
48,0,2,no,no,no,649.5999999999998,294,201.0
181,0,1,no,no,no,568.1,251,275.95000000000005
168,42,2,no,no,yes,486.3,281,218.68
155,0,3,no,no,no,528.9,328,224.22000000000003
105,0,0,no,no,no,675.4,339,241.31
11,0,2,no,no,no,636.5,286,254.33
182,0,2,no,no,no,569.5999999999998,327,306.68
104,0,1,no,no,no,585.0,246,279.22
102,0,0,no,no,no,513.0,356,347.71000000000015
122,0,0,no,no,no,663.6,309,283.53
41,0,1,no,no,no,499.0,338,242.83
132,0,2,no,no,no,606.1999999999998,336,237.48
76,0,1,yes,no,no,675.6999999999998,323,245.72
13,0,1,no,no,no,522.9,265,267.01
115,33,2,no,no,yes,596.0,370,298.21
67,0,1,no,no,no,454.2,243,160.31
154,0,0,no,no,no,518.4000000000002,290,241.4
100,0,2,no,no,no,468.1,300,170.56
146,0,1,no,yes,no,621.3000000000002,289,271.91
148,11,1,no,no,yes,812.3,317,345.11
67,28,2,no,no,yes,555.8,283,210.38
161,0,1,yes,yes,no,711.4,341,324.06
70,0,1,no,no,no,662.2,349,289.79
116,0,0,no,no,no,675.9,312,294.72
99,42,2,yes,no,yes,673.0999999999998,333,284.18
87,0,1,no,no,no,490.9,285,215.94
87,0,1,no,no,no,589.5,274,267.96
70,0,2,no,no,no,594.3000000000002,337,233.7
131,0,2,no,no,no,502.3,298,225.66
119,0,2,no,no,no,577.2,299,221.85
119,32,3,no,no,yes,533.8,307,223.87
87,0,0,no,yes,no,483.0,258,220.62
112,0,5,yes,no,no,386.80000000000007,317,185.93
75,0,2,no,no,no,606.2,286,314.89
150,0,4,no,no,no,658.1000000000001,304,302.88
161,38,0,no,no,yes,664.4000000000002,332,277.74
91,24,0,no,yes,yes,527.4999999999999,376,285.69
124,0,3,no,no,no,559.3,293,235.03
94,0,4,no,yes,no,492.3,300,154.95
217,0,4,no,no,no,651.1,353,366.4
158,0,0,no,no,no,702.8000000000003,317,303.67
102,0,0,no,no,no,635.6,281,276.51
85,0,0,no,no,no,611.7,329,228.23
79,0,1,no,no,no,564.3,290,295.48
139,25,2,no,no,yes,470.1,276,225.33
103,0,0,no,no,no,667.5,301,287.14
98,0,1,no,yes,no,446.2,254,203.04
78,0,2,no,no,no,605.4000000000002,305,298.1
50,0,1,no,no,no,453.5,327,250.26
161,0,1,no,no,no,470.70000000000016,275,188.82
67,0,0,no,no,no,508.5,345,256.04
86,38,1,no,no,yes,408.4,384,180.3
92,0,0,no,no,no,491.9,304,134.43
174,0,1,no,no,no,542.0999999999998,315,169.40999999999997
124,0,1,no,no,no,470.9,303,225.15
132,31,1,no,no,yes,603.2,291,233.91
190,26,1,no,no,yes,447.6,265,217.89
101,0,1,no,no,no,495.6,349,283.54
185,30,2,no,yes,yes,544.1,328,309.8
68,29,0,no,no,yes,621.0,263,236.06
117,25,0,no,no,yes,719.8,325,338.92
118,0,1,no,no,no,610.8000000000002,289,294.16
124,0,0,no,no,no,520.5,382,165.59
22,0,1,no,no,no,583.9,315,250.77
75,0,1,no,no,no,537.1999999999998,339,226.11
134,0,1,no,no,no,629.9,393,243.85
164,25,1,no,no,yes,435.00000000000006,253,106.34
44,0,1,no,no,no,536.4,272,266.33000000000004
177,0,2,no,no,no,632.7,287,279.6
110,0,0,no,no,no,573.9,277,213.48
53,27,1,no,no,yes,467.0,286,262.07
108,0,4,yes,no,no,528.3,288,297.41
80,0,0,yes,no,no,713.8,339,245.6
158,0,1,no,no,no,649.4000000000002,290,276.15
114,0,0,no,no,no,587.0,284,277.66
64,19,1,no,no,yes,744.4,342,299.75
88,0,3,no,no,no,614.8999999999999,266,237.23
82,0,3,no,yes,no,610.0,280,239.99
111,0,3,no,no,no,643.5999999999998,315,243.18
60,0,2,no,no,no,596.0999999999998,322,179.95000000000005
113,0,3,no,no,no,632.6999999999998,308,302.64
109,0,1,no,no,no,700.2,367,336.76
105,42,0,no,no,yes,579.5,255,292.23
85,0,2,no,no,no,573.7,323,226.93
131,0,0,no,no,no,526.6999999999998,253,217.56
59,0,2,no,no,no,538.8000000000002,293,180.04999999999995
148,0,1,no,no,no,530.2,300,221.06
210,0,2,no,no,no,515.7,267,298.83
115,0,0,no,no,no,641.3000000000002,296,297.39
106,0,1,no,no,no,639.8,267,233.19
93,0,1,no,no,no,610.4000000000002,325,301.15
57,29,1,no,no,yes,767.7,326,333.08
98,0,1,no,no,no,569.6999999999998,348,239.81
157,0,3,no,no,no,595.8000000000002,297,220.05
116,35,1,no,no,yes,696.0,297,283.6500000000001
30,0,2,no,no,no,595.5,311,238.99
111,0,4,yes,no,no,503.9,270,264.97
52,0,0,no,no,no,596.8000000000002,297,272.11
72,0,4,no,no,no,600.5,302,246.78
135,28,2,yes,no,yes,615.6,352,220.44
86,0,3,no,no,no,638.7,339,320.5200000000001
98,29,3,no,no,yes,546.2,269,221.81000000000003
151,0,3,no,no,no,535.0999999999998,313,270.90000000000003
118,0,0,no,no,no,543.3,328,259.16
117,0,2,no,no,no,663.9999999999999,303,313.17
55,0,0,no,no,no,572.7,292,306.08
82,0,0,no,no,no,574.3,292,352.09
152,0,1,no,no,no,553.4000000000002,305,108.49
108,15,1,no,no,yes,693.6999999999997,296,315.69
98,0,1,yes,no,no,552.4000000000002,343,228.7
130,0,3,no,no,no,686.6,298,326.16
136,0,1,no,yes,no,576.5999999999998,348,212.99
47,0,3,no,no,no,602.8,278,303.84
189,0,3,no,no,no,635.4,354,245.74
107,0,1,no,no,no,481.8,347,200.55
91,0,5,yes,no,no,574.3000000000002,371,294.42
159,0,1,yes,no,no,687.6,363,308.77
11,24,2,no,no,yes,655.4,299,341.1
167,0,1,no,no,no,648.6999999999998,320,291.14
111,0,2,no,no,no,507.4,284,277.92
99,19,2,no,no,yes,500.3,305,226.34
159,19,0,no,no,yes,621.1,253,288.14
114,31,2,no,yes,yes,527.3,297,173.57999999999996
71,0,2,no,no,no,415.6,282,203.98
122,0,1,no,no,no,480.2,211,287.69
100,25,1,no,no,yes,590.8,320,255.79
83,37,1,no,no,yes,480.5,316,222.22
64,0,5,yes,no,no,541.3,301,268.24
105,0,1,no,no,no,588.6999999999998,316,181.64
144,33,2,no,no,yes,670.6,305,281.47
106,26,1,yes,yes,yes,753.9,341,333.56
19,34,1,no,no,yes,652.9999999999999,330,321.37
46,0,1,no,no,no,549.8000000000002,277,227.27
127,0,2,no,no,no,593.0,348,237.07
9,39,1,no,no,yes,583.1,343,251.75
157,0,1,no,no,no,614.1,257,259.25
105,0,6,yes,no,no,499.5,272,194.28
105,29,0,no,no,yes,710.9,323,313.78
155,0,2,no,no,no,507.1,262,193.42
31,0,0,no,no,no,498.1,328,214.74
161,0,1,no,no,no,599.7,277,280.31
95,32,0,no,no,yes,632.3000000000002,267,264.51
122,0,3,no,no,no,486.7,304,261.15
37,0,2,no,yes,no,499.4,286,279.65
132,0,5,yes,no,no,495.30000000000007,323,216.29
